"PRODUCT_ID";CATEGORY_ID"
"20376";"104"
"20376";"107"
"20373";"100"
"20373";"101"
"20346";"100"
"20346";"101"
"20328";"138"
"20328";"143"
"20356";"144"
"20356";"146"
"20355";"144"
"20355";"146"
