"PRODUCT_ID";"STORE_ID"
"20376";"0"
"20373";"0"
"20346";"0"
"20328";"0"
"20356";"0"
"20355";"0"
"20314";"0"
"20313";"0"
"20312";"0"
"20311";"0"
