"CATEGORY_ID";"STORE_ID";"LAYOUT_ID"
"20376";"0";"3"
"20373";"0";"3"
"20346";"0";"3"
"20328";"0";"3"
"20356";"0";"3"
"20355";"0";"3"
"20314";"0";"3"
"20313";"0";"3"
"20312";"0";"3"
"20311";"0";"3"
